wagnum,month,target_month,target_day
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11021,2023-03-01,1,1
11176,2023-03-01,1,1
11181,2023-03-01,1,0
11183,2023-03-01,1,1
11184,2023-03-01,0,0
11188,2023-03-01,0,0
11189,2023-03-01,0,0
11191,2023-03-01,1,0
11196,2023-03-01,0,0
11197,2023-03-01,0,0
11200,2023-03-01,1,0
11201,2023-03-01,0,0
11204,2023-03-01,1,0
11208,2023-03-01,0,0
11210,2023-03-01,1,1
11213,2023-03-01,0,0
11214,2023-03-01,0,0
11225,2023-03-01,0,0
11226,2023-03-01,1,1
11230,2023-03-01,1,0
11232,2023-03-01,1,1
10667,2023-03-01,0,0
10669,2023-03-01,0,0
10673,2023-03-01,0,0
10675,2023-03-01,0,0
10679,2023-03-01,1,0
10680,2023-03-01,1,1
10682,2023-03-01,1,1
10685,2023-03-01,1,0
10688,2023-03-01,1,1
10689,2023-03-01,1,1
10693,2023-03-01,0,0
10695,2023-03-01,0,0
10696,2023-03-01,0,0
10701,2023-03-01,0,0
10706,2023-03-01,0,0
10713,2023-03-01,0,0
10714,2023-03-01,0,0
10717,2023-03-01,0,0
10720,2023-03-01,0,0
10721,2023-03-01,0,0
10724,2023-03-01,0,0
10728,2023-03-01,0,0
10851,2023-03-01,0,0
10854,2023-03-01,1,0
10856,2023-03-01,0,0
10858,2023-03-01,0,0
10860,2023-03-01,0,0
10863,2023-03-01,1,1
10864,2023-03-01,0,0
10867,2023-03-01,0,0
10875,2023-03-01,0,0
10878,2023-03-01,0,0
10882,2023-03-01,1,0
10883,2023-03-01,0,0
10893,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10897,2023-03-01,1,1
10901,2023-03-01,0,0
10903,2023-03-01,1,1
10904,2023-03-01,0,0
11029,2023-03-01,1,1
11030,2023-03-01,0,0
11034,2023-03-01,0,0
11035,2023-03-01,1,1
11042,2023-03-01,1,1
11043,2023-03-01,0,0
11047,2023-03-01,0,0
11048,2023-03-01,0,0
11056,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11058,2023-03-01,0,0
11060,2023-03-01,0,0
12444,2023-03-01,0,0
12451,2023-03-01,0,0
12452,2023-03-01,1,1
12681,2023-03-01,0,0
12686,2023-03-01,0,0
12688,2023-03-01,0,0
12689,2023-03-01,0,0
12692,2023-03-01,0,0
12699,2023-03-01,0,0
12706,2023-03-01,0,0
12710,2023-03-01,0,0
12711,2023-03-01,0,0
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12716,2023-03-01,1,1
12719,2023-03-01,1,0
12720,2023-03-01,1,0
12722,2023-03-01,0,0
12729,2023-03-01,0,0
12732,2023-03-01,0,0
12734,2023-03-01,0,0
12740,2023-03-01,1,1
12746,2023-03-01,1,1
12749,2023-03-01,0,0
12750,2023-03-01,0,0
15784,2023-03-01,0,0
15792,2023-03-01,0,0
15796,2023-03-01,1,1
15799,2023-03-01,0,0
15801,2023-03-01,0,0
15803,2023-03-01,0,0
15805,2023-03-01,0,0
15817,2023-03-01,0,0
15818,2023-03-01,1,0
15821,2023-03-01,0,0
15823,2023-03-01,0,0
15827,2023-03-01,0,0
15831,2023-03-01,0,0
15834,2023-03-01,0,0
15836,2023-03-01,0,0
15840,2023-03-01,0,0
15841,2023-03-01,0,0
15846,2023-03-01,0,0
15849,2023-03-01,0,0
15853,2023-03-01,0,0
15864,2023-03-01,0,0
14704,2023-03-01,0,0
14706,2023-03-01,0,0
14707,2023-03-01,1,0
14709,2023-03-01,0,0
14711,2023-03-01,0,0
14713,2023-03-01,1,1
14714,2023-03-01,1,1
14716,2023-03-01,1,0
14717,2023-03-01,0,0
14719,2023-03-01,0,0
14720,2023-03-01,0,0
14722,2023-03-01,1,0
14723,2023-03-01,0,0
14725,2023-03-01,1,0
14727,2023-03-01,1,1
14732,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14733,2023-03-01,1,1
14736,2023-03-01,1,1
14737,2023-03-01,0,0
14739,2023-03-01,0,0
14742,2023-03-01,1,1
14748,2023-03-01,0,0
15414,2023-03-01,0,0
15416,2023-03-01,0,0
15420,2023-03-01,1,1
15421,2023-03-01,0,0
15424,2023-03-01,0,0
15427,2023-03-01,1,1
15429,2023-03-01,1,0
15430,2023-03-01,1,1
15433,2023-03-01,0,0
15436,2023-03-01,1,0
15437,2023-03-01,0,0
15439,2023-03-01,1,1
15440,2023-03-01,1,1
15442,2023-03-01,1,1
15445,2023-03-01,0,0
15447,2023-03-01,1,1
15450,2023-03-01,0,0
15685,2023-03-01,1,1
15687,2023-03-01,1,0
15691,2023-03-01,0,0
15692,2023-03-01,1,1
15694,2023-03-01,0,0
15695,2023-03-01,0,0
15697,2023-03-01,1,0
15698,2023-03-01,1,0
15703,2023-03-01,1,1
15704,2023-03-01,0,0
15708,2023-03-01,0,0
15710,2023-03-01,0,0
16758,2023-03-01,0,0
16763,2023-03-01,0,0
16768,2023-03-01,0,0
16769,2023-03-01,0,0
16773,2023-03-01,0,0
16775,2023-03-01,1,1
16777,2023-03-01,0,0
15871,2023-03-01,0,0
15875,2023-03-01,0,0
15876,2023-03-01,0,0
15878,2023-03-01,0,0
15881,2023-03-01,0,0
15893,2023-03-01,0,0
15896,2023-03-01,0,0
17000,2023-03-01,0,0
17004,2023-03-01,0,0
17007,2023-03-01,1,1
17008,2023-03-01,0,0
17010,2023-03-01,1,1
17011,2023-03-01,0,0
17013,2023-03-01,0,0
17021,2023-03-01,1,1
17024,2023-03-01,0,0
17025,2023-03-01,0,0
17028,2023-03-01,1,1
17032,2023-03-01,0,0
17043,2023-03-01,0,0
17045,2023-03-01,0,0
14753,2023-03-01,0,0
14756,2023-03-01,0,0
14757,2023-03-01,1,1
14761,2023-03-01,0,0
14769,2023-03-01,0,0
14770,2023-03-01,0,0
14773,2023-03-01,1,1
14778,2023-03-01,1,1
14780,2023-03-01,1,1
14781,2023-03-01,0,0
14783,2023-03-01,1,0
10056,2023-03-01,0,0
10058,2023-03-01,0,0
10061,2023-03-01,0,0
10063,2023-03-01,1,1
16535,2023-03-01,0,0
16539,2023-03-01,0,0
16540,2023-03-01,1,1
16541,2023-03-01,1,1
16542,2023-03-01,1,0
16782,2023-03-01,0,0
16785,2023-03-01,0,0
16789,2023-03-01,0,0
16790,2023-03-01,0,0
16792,2023-03-01,0,0
16795,2023-03-01,0,0
16798,2023-03-01,0,0
16800,2023-03-01,0,0
16802,2023-03-01,0,0
16806,2023-03-01,0,0
16809,2023-03-01,0,0
16813,2023-03-01,0,0
16815,2023-03-01,1,0
16824,2023-03-01,0,0
16826,2023-03-01,0,0
16828,2023-03-01,0,0
16830,2023-03-01,0,0
16832,2023-03-01,0,0
16835,2023-03-01,0,0
16838,2023-03-01,0,0
17049,2023-03-01,0,0
17050,2023-03-01,0,0
17052,2023-03-01,0,0
17054,2023-03-01,1,1
17057,2023-03-01,1,0
17061,2023-03-01,0,0
17062,2023-03-01,0,0
17065,2023-03-01,0,0
17067,2023-03-01,1,0
17073,2023-03-01,0,0
17075,2023-03-01,1,1
17078,2023-03-01,0,0
17081,2023-03-01,0,0
17085,2023-03-01,1,1
17092,2023-03-01,0,0
17095,2023-03-01,0,0
17097,2023-03-01,0,0
10065,2023-03-01,1,1
10066,2023-03-01,0,0
10069,2023-03-01,1,1
10070,2023-03-01,0,0
10075,2023-03-01,0,0
10079,2023-03-01,1,1
10081,2023-03-01,0,0
10084,2023-03-01,0,0
10085,2023-03-01,0,0
10087,2023-03-01,0,0
10088,2023-03-01,0,0
10091,2023-03-01,0,0
10092,2023-03-01,0,0
10094,2023-03-01,1,1
10095,2023-03-01,0,0
10097,2023-03-01,0,0
10100,2023-03-01,0,0
10103,2023-03-01,0,0
10107,2023-03-01,0,0
10108,2023-03-01,0,0
10110,2023-03-01,0,0
10118,2023-03-01,0,0
16545,2023-03-01,1,1
16567,2023-03-01,1,1
16574,2023-03-01,0,0
16578,2023-03-01,0,0
16582,2023-03-01,0,0
16583,2023-03-01,0,0
18256,2023-03-01,0,0
18258,2023-03-01,1,1
18260,2023-03-01,1,1
18261,2023-03-01,1,1
16840,2023-03-01,1,1
16845,2023-03-01,1,1
16849,2023-03-01,1,1
16853,2023-03-01,0,0
16856,2023-03-01,1,1
16859,2023-03-01,0,0
16864,2023-03-01,1,1
16871,2023-03-01,1,1
16874,2023-03-01,0,0
16877,2023-03-01,0,0
16879,2023-03-01,0,0
17099,2023-03-01,0,0
17105,2023-03-01,0,0
10120,2023-03-01,0,0
10122,2023-03-01,0,0
10128,2023-03-01,0,0
10129,2023-03-01,0,0
10133,2023-03-01,0,0
10137,2023-03-01,1,0
10143,2023-03-01,0,0
10144,2023-03-01,0,0
10146,2023-03-01,0,0
10147,2023-03-01,0,0
10151,2023-03-01,0,0
10152,2023-03-01,1,1
10156,2023-03-01,1,0
10157,2023-03-01,0,0
10161,2023-03-01,1,1
10172,2023-03-01,1,1
10173,2023-03-01,0,0
10176,2023-03-01,1,1
11410,2023-03-01,0,0
11413,2023-03-01,0,0
11414,2023-03-01,0,0
11416,2023-03-01,0,0
18265,2023-03-01,1,1
18268,2023-03-01,1,1
18269,2023-03-01,0,0
18271,2023-03-01,1,0
18272,2023-03-01,0,0
18275,2023-03-01,0,0
18276,2023-03-01,0,0
18278,2023-03-01,0,0
18280,2023-03-01,1,0
18284,2023-03-01,0,0
18287,2023-03-01,0,0
18288,2023-03-01,1,0
18291,2023-03-01,0,0
18295,2023-03-01,0,0
18297,2023-03-01,1,1
18298,2023-03-01,0,0
18300,2023-03-01,1,0
18306,2023-03-01,0,0
18313,2023-03-01,0,0
18318,2023-03-01,0,0
18319,2023-03-01,0,0
18322,2023-03-01,0,0
11418,2023-03-01,0,0
11427,2023-03-01,0,0
11428,2023-03-01,0,0
11431,2023-03-01,1,1
11432,2023-03-01,0,0
11435,2023-03-01,0,0
11437,2023-03-01,0,0
11442,2023-03-01,0,0
11443,2023-03-01,0,0
11445,2023-03-01,0,0
11447,2023-03-01,0,0
11450,2023-03-01,1,1
11451,2023-03-01,0,0
11453,2023-03-01,0,0
11456,2023-03-01,0,0
11461,2023-03-01,0,0
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11464,2023-03-01,1,1
11471,2023-03-01,0,0
11473,2023-03-01,0,0
11474,2023-03-01,0,0
11476,2023-03-01,0,0
11477,2023-03-01,0,0
18323,2023-03-01,0,0
18329,2023-03-01,0,0
18336,2023-03-01,0,0
18339,2023-03-01,0,0
18346,2023-03-01,0,0
18349,2023-03-01,1,1
18357,2023-03-01,0,0
18359,2023-03-01,0,0
18365,2023-03-01,0,0
18367,2023-03-01,0,0
18370,2023-03-01,0,0
18371,2023-03-01,0,0
18379,2023-03-01,0,0
18380,2023-03-01,0,0
18385,2023-03-01,0,0
18386,2023-03-01,0,0
18397,2023-03-01,0,0
19098,2023-03-01,0,0
15900,2023-03-01,0,0
15905,2023-03-01,0,0
15912,2023-03-01,0,0
15913,2023-03-01,0,0
11483,2023-03-01,0,0
11484,2023-03-01,0,0
11486,2023-03-01,0,0
11489,2023-03-01,0,0
11496,2023-03-01,0,0
11498,2023-03-01,0,0
11503,2023-03-01,0,0
11506,2023-03-01,1,1
11507,2023-03-01,0,0
11510,2023-03-01,0,0
11511,2023-03-01,0,0
11513,2023-03-01,1,1
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11515,2023-03-01,1,0
11518,2023-03-01,0,0
11519,2023-03-01,1,0
11521,2023-03-01,0,0
11524,2023-03-01,0,0
11525,2023-03-01,0,0
13074,2023-03-01,0,0
13075,2023-03-01,0,0
13083,2023-03-01,0,0
13086,2023-03-01,0,0
19101,2023-03-01,0,0
19102,2023-03-01,0,0
19104,2023-03-01,0,0
19110,2023-03-01,0,0
19114,2023-03-01,0,0
19121,2023-03-01,0,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19130,2023-03-01,1,0
19131,2023-03-01,0,0
19139,2023-03-01,1,1
19141,2023-03-01,0,0
19143,2023-03-01,0,0
19145,2023-03-01,0,0
19149,2023-03-01,0,0
19151,2023-03-01,0,0
19156,2023-03-01,0,0
19157,2023-03-01,0,0
19161,2023-03-01,0,0
19169,2023-03-01,0,0
19174,2023-03-01,0,0
19180,2023-03-01,0,0
19183,2023-03-01,1,1
17113,2023-03-01,0,0
17115,2023-03-01,0,0
17116,2023-03-01,0,0
17119,2023-03-01,0,0
17121,2023-03-01,0,0
17123,2023-03-01,1,1
17125,2023-03-01,0,0
17127,2023-03-01,0,0
17129,2023-03-01,0,0
17131,2023-03-01,0,0
17134,2023-03-01,0,0
17136,2023-03-01,0,0
17138,2023-03-01,1,1
17141,2023-03-01,0,0
17145,2023-03-01,1,1
17146,2023-03-01,0,0
17148,2023-03-01,0,0
17152,2023-03-01,0,0
17154,2023-03-01,0,0
17158,2023-03-01,0,0
17159,2023-03-01,0,0
13087,2023-03-01,0,0
13089,2023-03-01,0,0
13095,2023-03-01,1,1
13101,2023-03-01,0,0
13102,2023-03-01,1,1
13104,2023-03-01,0,0
13106,2023-03-01,0,0
13108,2023-03-01,0,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13109,2023-03-01,1,0
13112,2023-03-01,0,0
13128,2023-03-01,0,0
13130,2023-03-01,0,0
13132,2023-03-01,0,0
13134,2023-03-01,0,0
13138,2023-03-01,0,0
13141,2023-03-01,0,0
13143,2023-03-01,0,0
13145,2023-03-01,1,1
13146,2023-03-01,1,1
13149,2023-03-01,0,0
13150,2023-03-01,0,0
13155,2023-03-01,0,0
19184,2023-03-01,0,0
19188,2023-03-01,0,0
15460,2023-03-01,0,0
15462,2023-03-01,0,0
15465,2023-03-01,0,0
15466,2023-03-01,1,1
15469,2023-03-01,0,0
15473,2023-03-01,0,0
15475,2023-03-01,0,0
15479,2023-03-01,1,1
15484,2023-03-01,1,1
15485,2023-03-01,0,0
15487,2023-03-01,0,0
15488,2023-03-01,0,0
15492,2023-03-01,0,0
15498,2023-03-01,0,0
15499,2023-03-01,0,0
15502,2023-03-01,0,0
15505,2023-03-01,1,1
15509,2023-03-01,0,0
15513,2023-03-01,0,0
15515,2023-03-01,1,1
15715,2023-03-01,0,0
15716,2023-03-01,0,0
15719,2023-03-01,1,1
15721,2023-03-01,1,1
15723,2023-03-01,0,0
15724,2023-03-01,0,0
15733,2023-03-01,1,0
15734,2023-03-01,0,0
15738,2023-03-01,0,0
15744,2023-03-01,1,1
15748,2023-03-01,0,0
15749,2023-03-01,1,1
13157,2023-03-01,0,0
13158,2023-03-01,0,0
13161,2023-03-01,0,0
13165,2023-03-01,0,0
13168,2023-03-01,0,0
13172,2023-03-01,0,0
13177,2023-03-01,1,0
13178,2023-03-01,0,0
13181,2023-03-01,0,0
13184,2023-03-01,0,0
13187,2023-03-01,0,0
13193,2023-03-01,0,0
13194,2023-03-01,0,0
13200,2023-03-01,1,0
13201,2023-03-01,0,0
15517,2023-03-01,0,0
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15518,2023-03-01,1,1
15521,2023-03-01,0,0
15526,2023-03-01,0,0
15533,2023-03-01,0,0
15535,2023-03-01,0,0
15536,2023-03-01,0,0
15540,2023-03-01,1,1
15544,2023-03-01,0,0
15546,2023-03-01,1,1
15547,2023-03-01,0,0
15553,2023-03-01,1,0
15554,2023-03-01,0,0
15559,2023-03-01,1,0
15561,2023-03-01,0,0
15562,2023-03-01,0,0
15564,2023-03-01,1,1
15565,2023-03-01,1,0
15567,2023-03-01,0,0
15569,2023-03-01,0,0
15574,2023-03-01,1,1
15579,2023-03-01,1,1
15755,2023-03-01,1,1
15759,2023-03-01,0,0
15917,2023-03-01,0,0
15918,2023-03-01,0,0
15924,2023-03-01,0,0
15925,2023-03-01,0,0
15931,2023-03-01,0,0
15933,2023-03-01,0,0
15936,2023-03-01,0,0
15937,2023-03-01,0,0
15940,2023-03-01,0,0
15943,2023-03-01,1,0
15955,2023-03-01,1,1
15956,2023-03-01,0,0
15960,2023-03-01,0,0
15961,2023-03-01,1,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
15964,2023-03-01,0,0
